"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Fri Sep 11 12:56:37 IST 2026","Fri Sep 11 12:56:37 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2440_verifySelectedReasons","Verify whether all selected reasons from All reason section are getting reflected under Selected reason section",""
"passed","Fri Sep 11 13:04:04 IST 2026","Fri Sep 11 13:04:12 IST 2026","7901","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2391_verifyCompletedTabFunctionality","Verify the functionality of 'Completed' tab",""
"broken","Thu Sep 10 16:15:18 IST 2026","Thu Sep 10 16:15:35 IST 2026","17344","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2644_verifyMultipleOptionsInFamilyHistoryScreen","Verify one or more options can be selected for the question on Family history screen",""
"passed","Fri Sep 11 16:11:34 IST 2026","Fri Sep 11 16:11:36 IST 2026","2248","Suite","M2006C3MII","com.intelehealth.tests.LoginMenuTest","com.intelehealth.tests.LoginMenuTest","IDA4_2052_verifyResetApp","Verify if user can Reset the App",""
"passed","Fri Sep 11 16:38:42 IST 2026","Fri Sep 11 16:41:05 IST 2026","143214","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2310_verifyPersonalDetailsUpdation"," Verify clicking on change option for personal details",""
"unknown","Fri Sep 11 12:56:37 IST 2026","Fri Sep 11 12:56:37 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2433_VerifyVitalsdetailsAreSaved","Verify that the updated 1/4 details are saved",""
"broken","Fri Sep 18 12:54:28 IST 2026","Fri Sep 18 12:54:28 IST 2026","1","Suite","M2006C3MII","com.intelehealth.tests.AppSetupTest","com.intelehealth.tests.AppSetupTest","beforeTest","beforeTest",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2455_VerifyConfirmVisitPopupNoButtonFuntionality","Verify clicking on No button in Confirm visit reason popup",""
"skipped","Fri Sep 11 17:06:50 IST 2026","Fri Sep 11 17:06:51 IST 2026","927","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2524_verifyUserAbleToSelectAnyOptionInelevenOfTwelveQuestions","Verify whether user able to select any options in 11 of 12",""
"passed","Fri Sep 11 15:33:04 IST 2026","Fri Sep 11 15:33:13 IST 2026","8624","Suite","M2006C3MII","com.intelehealth.tests.CloseVisitsTest","com.intelehealth.tests.CloseVisitsTest","IDA4_2239_verifyCloseVisitButtonFunctionality","Verify the functionality of Close visit button under Recent visit/Older Visits section",""
"skipped","Fri Sep 11 17:06:43 IST 2026","Fri Sep 11 17:06:44 IST 2026","979","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2509_selectOneOrMoreOptionInnineOfTwelveQuestions","Verify whether user able to select one or more options in 9 of 12",""
"skipped","Fri Sep 11 17:06:34 IST 2026","Fri Sep 11 17:06:35 IST 2026","929","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2489_verifySixOfTwelevQuestionIsAutoPopulated","Verify entering any data in describe field and click on submit button in 5 of 12",""
"skipped","Fri Sep 11 17:06:48 IST 2026","Fri Sep 11 17:06:49 IST 2026","952","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2520_verifyLastMenstruationPeriodOptionInTenOftTwelveQuestions","Verify click on last menstruation period option in 10 of 12",""
"passed","Fri Sep 11 13:44:22 IST 2026","Fri Sep 11 13:45:10 IST 2026","47951","Suite","M2006C3MII","com.intelehealth.tests.EditProfileTest","com.intelehealth.tests.EditProfileTest","IDA4_1997_VerifyChangePassword","Verify if user can change password",""
"broken","Thu Sep 10 16:53:50 IST 2026","Thu Sep 10 16:54:08 IST 2026","17444","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2632_verifySubmitButtonFunctionality","Verify Submit functionality on Patient history screen",""
"passed","Thu Sep 10 15:47:47 IST 2026","Thu Sep 10 15:48:04 IST 2026","17243","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2597_verifyFiveOfSixQuestionsIsDisplayedWithOptions","Verify when user clicks Nails are normal/Nails are pale option in 5 of 6",""
"passed","Fri Sep 11 14:12:03 IST 2026","Fri Sep 11 14:12:06 IST 2026","2856","Suite","M2006C3MII","com.intelehealth.tests.ForgotPasswordTest","com.intelehealth.tests.ForgotPasswordTest","verifyForgotPasswordUIElements","Verify Forgot Password UI elements are displayed (positive)","Verifies that all UI elements on the Forgot Password screen are displayed correctly."
"passed","Fri Sep 11 14:31:59 IST 2026","Fri Sep 11 14:32:47 IST 2026","48118","Suite","M2006C3MII","com.intelehealth.tests.PrescriptionsTest","com.intelehealth.tests.PrescriptionsTest","IDA4_2099_verifyThatUserIsAbleToDownloadThePrescription","Verify that user is able to download the prescription",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2375_verifyCancelledSection","Verify the cancelled section under cancelled tab","Deprecated due to new UI redesign"
"passed","Fri Sep 11 16:23:41 IST 2026","Fri Sep 11 16:23:52 IST 2026","11143","Suite","M2006C3MII","com.intelehealth.tests.AchievementsPageTest","com.intelehealth.tests.AchievementsPageTest","testGoToWebsiteLink","Verify whether user can able to click on Go to website link in about us page",""
"passed","Fri Sep 11 16:18:32 IST 2026","Fri Sep 11 16:18:43 IST 2026","10663","Suite","M2006C3MII","com.intelehealth.tests.AchievementsPageTest","com.intelehealth.tests.AchievementsPageTest","testCallLogs","Verify End Date can be selected from calendar",""
"broken","Fri Sep 11 12:00:03 IST 2026","Fri Sep 11 12:00:03 IST 2026","1","Suite","M2006C3MII","com.intelehealth.tests.ForgotPasswordTest","com.intelehealth.tests.ForgotPasswordTest","beforeMethod","beforeMethod",""
"skipped","Fri Sep 11 17:07:02 IST 2026","Fri Sep 11 17:07:03 IST 2026","952","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2553_verifyAssociatedSymptomSectionOnVisitSummaryPage","Verify the functionality of Associated symptoms section on 2/4 Visit Reason summary page",""
"passed","Fri Sep 18 12:57:13 IST 2026","Fri Sep 18 12:57:17 IST 2026","4308","Suite","M2006C3MII","com.intelehealth.tests.AppSetupTest","com.intelehealth.tests.AppSetupTest","IDA4_1942_verifySetUpScreenUIElements","Verify that UI of set up screen",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2429_verifyTheUiOfVitalSummary","Verify the UI of Vital summary",""
"passed","Fri Sep 11 16:21:03 IST 2026","Fri Sep 11 16:21:14 IST 2026","11044","Suite","M2006C3MII","com.intelehealth.tests.AchievementsPageTest","com.intelehealth.tests.AchievementsPageTest","testAboutUsPageUIElements","Verify Help page labels and icons are displayed",""
"passed","Fri Sep 11 15:59:40 IST 2026","Fri Sep 11 16:00:09 IST 2026","28687","Suite","M2006C3MII","com.intelehealth.tests.FollowupVisitsTest","com.intelehealth.tests.FollowupVisitsTest","testSelectDateInDateFilter","Verify selecting a date in the date filter updates the filter icon",""
"broken","Fri Sep 11 15:46:25 IST 2026","Fri Sep 11 15:47:13 IST 2026","47958","Suite","M2006C3MII","com.intelehealth.tests.NotificationTest","com.intelehealth.tests.NotificationTest","IDA4_2142_verifyUserAbleToViewPrescription","Verify that user is able to view the prescription",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2345_verifyCompletedSectionUnderUpcomingTab","Verify Completed section under Upcoming tab","Deprecated due to new UI redesign"
"passed","Fri Sep 11 16:17:16 IST 2026","Fri Sep 11 16:17:27 IST 2026","11467","Suite","M2006C3MII","com.intelehealth.tests.AchievementsPageTest","com.intelehealth.tests.AchievementsPageTest","testSelectDateFromCalendar","Verify End Date can be selected from calendar",""
"broken","Fri Sep 11 14:28:47 IST 2026","Fri Sep 11 14:29:45 IST 2026","58051","Suite","M2006C3MII","com.intelehealth.tests.PrescriptionsTest","com.intelehealth.tests.PrescriptionsTest","IDA4_2092_verifyUserIsAbleToViewVisitSummaryPage","Verify user is able to view visit summary page",""
"passed","Fri Sep 11 13:11:54 IST 2026","Fri Sep 11 13:12:06 IST 2026","12513","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2364_verifyClickingOnSaveButtonBySelectingReasonInRescheduleReasonPopup","Verify clicking on Save button by selecting reason in Reschedule reason popup",""
"passed","Fri Sep 11 13:29:47 IST 2026","Fri Sep 11 13:29:56 IST 2026","8982","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2390_verifyHWCanAbleToSearchTheAppointmentsByPatientNameInPastAppointments","Verify the HW can able to search the appointments by patient name",""
"passed","Fri Sep 11 14:40:15 IST 2026","Fri Sep 11 14:40:40 IST 2026","25211","Suite","M2006C3MII","com.intelehealth.tests.PrescriptionsTest","com.intelehealth.tests.PrescriptionsTest","IDA4_2079_verifyShareFunctionalityWhenClickedOnAnyRecentPatientVisit","Verify share functionality when clicked on any recent patient visit",""
"passed","Fri Sep 11 15:58:29 IST 2026","Fri Sep 11 15:58:34 IST 2026","4740","Suite","M2006C3MII","com.intelehealth.tests.FollowupVisitsTest","com.intelehealth.tests.FollowupVisitsTest","testClickFilterIconUIInDateRangeTab","Verify filter icon can be clicked",""
"passed","Fri Sep 18 12:56:01 IST 2026","Fri Sep 18 12:56:04 IST 2026","2693","Suite","M2006C3MII","com.intelehealth.tests.AppSetupTest","com.intelehealth.tests.AppSetupTest","IDA4_1940_verifySkipOnTheIntroductoryScreen"," Verify clicking on Skip on theintroductory screens",""
"unknown","Fri Sep 11 12:56:37 IST 2026","Fri Sep 11 12:56:37 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2465_selectPainRadiatesToOptionAndVerifyDescribeSectionDisplayed","Verify after selecting one option from 2nd question option list 'pain radiates to' option selected",""
"broken","Thu Sep 10 15:55:29 IST 2026","Thu Sep 10 15:56:08 IST 2026","38298","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2607_verifySixofSixQuestionsOptions","Verify when user clicks -No oedema/In left/In right/Both option in 6 of 6",""
"skipped","Fri Sep 11 17:07:08 IST 2026","Fri Sep 11 17:07:09 IST 2026","958","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2446_verifyAllReasonInAllReasonSection","Verify all the reason in ''All reasons'' section",""
"broken","Fri Sep 11 15:43:01 IST 2026","Fri Sep 11 15:43:27 IST 2026","26370","Suite","M2006C3MII","com.intelehealth.tests.FindPatientTest","com.intelehealth.tests.FindPatientTest","IDA4_2222_verifyInvalidPatientSearch","Verify the Search functionality by entering invalid patient name in the search box",""
"passed","Fri Sep 11 14:38:55 IST 2026","Fri Sep 11 14:39:24 IST 2026","28915","Suite","M2006C3MII","com.intelehealth.tests.PrescriptionsTest","com.intelehealth.tests.PrescriptionsTest","IDA4_2104_verifyHomeNavigatesToHomePage","Verify Home navigates to home page",""
"broken","Fri Sep 11 15:49:12 IST 2026","Fri Sep 11 15:51:05 IST 2026","113492","Suite","M2006C3MII","com.intelehealth.tests.NotificationTest","com.intelehealth.tests.NotificationTest","IDA4_2150_verifyDataIsSyncedToWebApp","Verify once internet is available, the data should be synced to web portal automatically",""
"broken","Thu Sep 10 17:13:20 IST 2026","Thu Sep 10 17:13:37 IST 2026","17357","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2622_verifyChangesUpdated","Verify whether the changes are updated in physical examination screen",""
"skipped","Fri Sep 11 17:06:33 IST 2026","Fri Sep 11 17:06:34 IST 2026","1658","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2487_verifyFiveOfTwelveQuestionsDescribeTextBoxIsDisplayedWithSubmitButton","Verify clicking on Others [Describe] section in 5 of 12",""
"passed","Thu Sep 10 15:27:34 IST 2026","Thu Sep 10 15:27:45 IST 2026","11505","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2584_verifyThreeOfSixQuestionsIsShownToUser","Verify 3 of 6 questions is shown to user",""
"broken","Thu Sep 10 17:01:33 IST 2026","Thu Sep 10 17:01:50 IST 2026","17465","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2635_verifyDropdowns","Verify dropdowns for selecting durations on Patient history screen",""
"passed","Fri Sep 11 13:30:48 IST 2026","Fri Sep 11 13:30:57 IST 2026","8263","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","testAppointmentFilter","Verify the appointment filters in Past section",""
"passed","Fri Sep 11 16:29:50 IST 2026","Fri Sep 11 16:30:57 IST 2026","67252","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2278_verifyOkayButtonFunctionality","Verify Okay button functionality after selecting DOB",""
"passed","Fri Sep 11 15:57:34 IST 2026","Fri Sep 11 15:57:38 IST 2026","3207","Suite","M2006C3MII","com.intelehealth.tests.FollowupVisitsTest","com.intelehealth.tests.FollowupVisitsTest","testClickFilterIconUIInDateTab","Verify filter icon can be clicked",""
"unknown","Fri Sep 11 12:56:37 IST 2026","Fri Sep 11 12:56:37 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2343_verifyTheFunctionalityOfUpcomingTab","Verify the functionality of upcoming tab","Deprecated due to new UI redesign"
"passed","Fri Sep 11 16:32:01 IST 2026","Fri Sep 11 16:32:58 IST 2026","56521","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2283_verifyNextButtonFuntionality"," Verify Next button functionality from Personal Screen of Add new patient",""
"passed","Fri Sep 11 16:19:50 IST 2026","Fri Sep 11 16:19:58 IST 2026","7491","Suite","M2006C3MII","com.intelehealth.tests.AchievementsPageTest","com.intelehealth.tests.AchievementsPageTest","testHelpPageUIElements","Verify Home page labels and icons are displayed",""
"broken","Fri Sep 11 16:54:22 IST 2026","Fri Sep 11 16:55:41 IST 2026","79035","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2315_verifyStartVisitButtonFunctionality","Verify Start Visit button functionality",""
"broken","Thu Sep 10 16:49:48 IST 2026","Thu Sep 10 16:50:06 IST 2026","17786","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2630_verifySkipButtonFunctionality","Verify Skip functionality on Patient history screen",""
"passed","Fri Sep 11 16:27:22 IST 2026","Fri Sep 11 16:27:36 IST 2026","13905","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2258_verifyAcceptButtonFunctionality","Verify the functionality of Accept button on Privacy Policy screen",""
"passed","Fri Sep 11 16:12:42 IST 2026","Fri Sep 11 16:12:46 IST 2026","3300","Suite","M2006C3MII","com.intelehealth.tests.AchievementsPageTest","com.intelehealth.tests.AchievementsPageTest","testVerifyUIElements","Verify End Date can be selected from calendar",""
"passed","Fri Sep 11 14:45:25 IST 2026","Fri Sep 11 14:45:52 IST 2026","27151","Suite","M2006C3MII","com.intelehealth.tests.PrescriptionsTest","com.intelehealth.tests.PrescriptionsTest","IDA4_2106_verifyUserCanEndVisit","Verify user can end visit",""
"broken","Thu Sep 10 16:41:42 IST 2026","Thu Sep 10 16:41:59 IST 2026","17363","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2656_verifyConfirmButtonFunctionality","Verify Confirm button functionality on Medical history summary screen",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2470_selectNumberAndVerify","Verify selecting any one number in 3 of 12",""
"passed","Fri Sep 11 14:23:14 IST 2026","Fri Sep 11 14:23:41 IST 2026","27372","Suite","M2006C3MII","com.intelehealth.tests.PrescriptionsTest","com.intelehealth.tests.PrescriptionsTest","IDA4_2086_verifyThatUserIsAbleToNavigateToVisitDetailsPageByClickingOnAnyRecentVisit","Verify that user is able to navigate to visit details page by clicking on any recent visit",""
"broken","Fri Sep 11 15:28:12 IST 2026","Fri Sep 11 15:28:55 IST 2026","42624","Suite","M2006C3MII","com.intelehealth.tests.EndToEndTest","com.intelehealth.tests.EndToEndTest","IDA4_2161_LoginPrescriptionsReceivedVisitSummaryShare","Login, Prescriptions, Received, Visit summary, Share",""
"broken","Thu Sep 10 17:17:04 IST 2026","Thu Sep 10 17:17:21 IST 2026","17391","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2654_verifyChangesUpdatedInMedicalHistoryScreen","Verify whether the changes are updated in medical history summary screen",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2415_verifyNextButtonFunctionality","Verify the functionality of Next button on 1st vital screen",""
"passed","Fri Sep 11 14:15:19 IST 2026","Fri Sep 11 14:15:33 IST 2026","13783","Suite","M2006C3MII","com.intelehealth.tests.ForgotPasswordTest","com.intelehealth.tests.ForgotPasswordTest","verifyForgotPasswordUIAfterValidUsername","Verify Forgot Password UI after entering valid username and clicking Continue","Verifies the UI elements on the Forgot Password screen after entering a valid username and clicking Continue."
"passed","Fri Sep 11 16:05:30 IST 2026","Fri Sep 11 16:05:39 IST 2026","8676","Suite","M2006C3MII","com.intelehealth.tests.LoginMenuTest","com.intelehealth.tests.LoginMenuTest","verifyForgotPasswordUIElements","Verify Forgot Password UI elements are displayed (positive)","Verifies that all UI elements on the Forgot Password screen are displayed correctly."
"broken","Fri Sep 11 13:20:23 IST 2026","Fri Sep 11 13:22:08 IST 2026","104177","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2371_verifyRescheduledAppointmentDisplaysUnderTodaysTabOfUpcomingSection","Verify Rescheduled appointment displays under Today's tab of upcoming section",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2483_enterDataInDescribeFieldAndclickSubmitButton","Verify entering any data in describe field and click on submit button in 4 of 12",""
"unknown","Fri Sep 11 12:56:37 IST 2026","Fri Sep 11 12:56:37 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2404_verifyOverAllTabSection","Verify the overall All tab section","Deprecated due to new UI redesign"
"passed","Fri Sep 11 13:09:56 IST 2026","Fri Sep 11 13:10:03 IST 2026","7089","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2359_verifyTheFunctionalityOfRescheduleInAppointmentDetailsPage","Verify the functionality of Reschedule in Appointment details page",""
"passed","Fri Sep 11 18:34:44 IST 2026","Fri Sep 11 18:34:53 IST 2026","8953","Suite","M2006C3MII","com.intelehealth.tests.ChangeLanguageAndProtocolTest","com.intelehealth.tests.ChangeLanguageAndProtocolTest","IDA4_2033_verifyResetLanguageToEnglish","Verify that Reset option reset the language to English",""
"unknown","Fri Sep 11 12:56:37 IST 2026","Fri Sep 11 12:56:37 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2373_verifyCancelledTab","Verify the functionality of 'Cancelled' tab","Deprecated due to new UI redesign"
"broken","Fri Sep 11 16:59:36 IST 2026","Fri Sep 11 17:02:05 IST 2026","149323","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2305_verifySyncFunctionality","Verify Sync functionality",""
"broken","Thu Sep 10 17:44:50 IST 2026","Thu Sep 10 17:45:15 IST 2026","25019","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2572_verifyPictureUploadedFromGalleryInOneOfSix","Verify picture is uploaded when selected from gallery/photos in 1 of 6",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2462_verifySubmitButtonFuntionality","Verify the functionality of Submit button on 1st question",""
"passed","Fri Sep 11 16:22:22 IST 2026","Fri Sep 11 16:22:35 IST 2026","13034","Suite","M2006C3MII","com.intelehealth.tests.AchievementsPageTest","com.intelehealth.tests.AchievementsPageTest","testTermsAndConditionsLink","Verify whether user can able to click on terms and conditions link in about us page",""
"skipped","Fri Sep 11 17:06:56 IST 2026","Fri Sep 11 17:06:57 IST 2026","1084","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2543_verifyAssociatedSymptomsDescribeTextAreaIsDisplayed","Verify when user selects yes option for 8th , 9th and 16th [Describe]'' symptom",""
"skipped","Fri Sep 11 17:06:35 IST 2026","Fri Sep 11 17:06:37 IST 2026","1497","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2491_verifyUserAbleToSelectAnyOptionsOfSixOfTwelveQusetions","Verify whether user able to select any options in 6 of 12",""
"skipped","Fri Sep 11 17:06:52 IST 2026","Fri Sep 11 17:06:53 IST 2026","1029","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2530_verifyTwelveOfTwelveQuestionsIsDisplayed","Verify entering any data in describe field or select any option and click on submit button in 11 of 12",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2478_selectOptionInFourOfTwelve","Verify whether user able to select any options in 4 of 12",""
"passed","Fri Sep 11 13:08:51 IST 2026","Fri Sep 11 13:09:05 IST 2026","13832","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2357_verifyUserClickingOnArrowNextToVisitSummaryOnAppointmentDetailsPage","Verify user clicking on arrow next to visit summary on appointment details page",""
"broken","Fri Sep 11 18:05:57 IST 2026","Fri Sep 11 18:08:20 IST 2026","143144","Suite","M2006C3MII","com.intelehealth.tests.VisitSummaryTest","com.intelehealth.tests.VisitSummaryTest","IDA4_2194_verifyIfPriorityVisitIsEnabledON","Verify if priority visit is enabled ON",""
"passed","Fri Sep 11 15:16:07 IST 2026","Fri Sep 11 15:17:18 IST 2026","71114","Suite","M2006C3MII","com.intelehealth.tests.EndToEndTest","com.intelehealth.tests.EndToEndTest","IDA4_2158_LoginPrescriptionsReceivedCallToPatient","Login, Prescriptions, Received/pending, Call to patient",""
"broken","Fri Sep 11 16:50:50 IST 2026","Fri Sep 11 16:53:24 IST 2026","154024","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2314_verifyUpdatedOtherDetails"," Verify the update of other details reflects on patient details screen",""
"passed","Fri Sep 11 16:15:01 IST 2026","Fri Sep 11 16:15:04 IST 2026","3007","Suite","M2006C3MII","com.intelehealth.tests.AchievementsPageTest","com.intelehealth.tests.AchievementsPageTest","verifyReportTabs","Verify End Date can be selected from calendar",""
"passed","Fri Sep 11 16:44:40 IST 2026","Fri Sep 11 16:46:35 IST 2026","115257","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2312_verifyAddressDetailsUpdation"," Verify the update of address details reflects on patient details screen",""
"unknown","Fri Sep 11 12:56:37 IST 2026","Fri Sep 11 12:56:37 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2486_verifyWhenUserSelectsOptionInFiveOfTwelveQuestions","Verify when user selects any option other than Others[Describe] in 5 of 12",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2386_verifyCancelledAppointment","Verify the Cancelled appointment under Cancelled section and its tab","Deprecated due to new UI redesign"
"skipped","Fri Sep 11 17:07:09 IST 2026","Fri Sep 11 17:07:09 IST 2026","984","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2437_verifyUIOfVisitReasonPage","Verify the UI of 2/4 Visit Reason page",""
"passed","Fri Sep 11 14:00:18 IST 2026","Fri Sep 11 14:00:33 IST 2026","15527","Suite","M2006C3MII","com.intelehealth.tests.DashboardModuleTest","com.intelehealth.tests.DashboardModuleTest","IDA4_2067_verifyThatUserCanNavigateToCloseVisitsPage","Verify that user can navigate to Close Visits page",""
"passed","Fri Sep 11 15:55:42 IST 2026","Fri Sep 11 15:55:47 IST 2026","5114","Suite","M2006C3MII","com.intelehealth.tests.FollowupVisitsTest","com.intelehealth.tests.FollowupVisitsTest","testEnterSearchPatientByOpenMRSID","verify search patient by OpenMRS ID ",""
